0;NaN
95.7722;0
190.8308;0
301.8252;0
396.8106;0
493.0807;0
589.8286;0
700.4422;0
795.3654;0
890.3614;0
1001.5162;0
1096.3879;0
1191.911;0
1302.5851;0
1397.5332;0
1492.3973;0
1603.1932;0
1698.3345;0
1793.2951;0
1888.3329;0
2001.8775;0
2096.7961;0
2192.1275;0
2302.7841;0
2397.8565;0
2492.8718;0
2589.5848;0
2703.3337;0
2798.3151;0
2893.5378;0
2988.339;0
3099.0616;0
3194.2825;0
3289.2616;0
3399.713;0
3495.1149;0
3590.0023;0
3701.4207;0
3796.2485;0
3891.3884;0
4003.9782;0
4098.9229;0
4193.9481;0
4288.8505;0
4399.4691;0
4494.4852;0
4589.4273;0
4700.2874;0
4795.1244;0
4890.2797;0
4989.2205;0
5099.815;0
5195.0606;0
5290.0187;0
5400.8075;0
5495.8861;0
5591.3751;0
5702.5598;0
5797.4305;0
5895.3915;0
5990.2241;0
6100.8465;0
6196.1307;0
6291.2613;0
6402.1001;0
6497.0796;0
6592.0804;0
6702.7067;0
6797.5546;0
6892.503;0
6990.8106;0
7101.4872;0
7196.7382;0
7291.7394;0
7402.3428;0
7497.2973;0
7592.429;0
7703.2745;0
7798.1133;0
7893.0968;0
7992.2688;0
8102.8717;0
8197.7044;0
8292.7546;0
8403.6713;0
8498.5473;0
8588.3971;0
8701.8793;0
8796.9998;0
8891.9335;0
8992.8632;0
9103.4384;0
9198.4625;0
9293.301;0
9388.4001;0
9498.814;0
9593.8436;0
9688.9645;0
9799.5606;0
9894.6132;0
0;NaN
95.4465;0
190.7305;0
301.4265;0
396.3946;0
491.6045;0
603.7667;0
698.7484;0
793.9366;0
904.4203;0
999.5349;0
1094.4923;0
1205.095;0
1299.9525;0
1395.3749;0
1490.8793;0
1598.0997;0
1692.9435;0
1804.1402;0
1899.1895;0
2001.153;0
2096.0974;0
2191.1206;0
2302.256;0
2397.2897;0
2499.4723;0
2594.5615;0
2689.7873;0
2800.399;0
2895.4222;0
3001.2906;0
3096.3026;0
3191.5217;0
3302.4876;0
3397.4784;0
3492.5908;0
3600.2953;0
3695.6221;0
3790.6666;0
3901.3471;0
4002.171;0
4097.3174;0
4192.45;0
4303.3212;0
4398.3511;0
4493.406;0
4604.032;0
4699.3946;0
4794.3842;0
4905.0337;0
5003.0401;0
5097.8896;0
5193.3315;0
5304.181;0
5399.1403;0
5494.1017;0
5603.7481;0
5698.9201;0
5793.9284;0
5904.3718;0
6003.3687;0
6098.5227;0
6193.7338;0
6304.5246;0
6399.7745;0
6494.8296;0
6589.8576;0
6700.6084;0
6795.694;0
6891.0575;0
6989.4557;0
7100.1106;0
7195.1597;0
7290.3341;0
7400.9888;0
7499.5865;0
7591.7926;0
7702.4569;0
7800.8397;0
7895.8806;0
7990.2436;0
8100.8536;0
8191.1238;0
8303.9203;0
8398.7412;0
8494.2253;0
8604.8299;0
8703.2222;0
8806.2254;0
8908.2221;0
8999.3941;0
9095.1052;0
9195.942;0
9298.6368;0
9398.2543;0
9502.5135;0
9595.3141;0
9691.1337;0
9802.8296;0
9897.9433;0
0;NaN
95.0091;0
196.7089;0
291.6122;0
402.1483;0
496.9411;0
591.9778;0
702.5237;0
797.3807;0
892.2331;0
1002.9674;0
1097.779;0
1195.2658;0
1290.0845;0
1400.6038;0
1495.6685;0
1590.5804;0
1701.1143;0
1795.9413;0
1891.0346;0
2003.5529;0
2098.4681;0
2194.1162;0
2294.0528;0
2389.0103;0
2499.6035;0
2594.5242;0
2689.4235;0
2799.9957;0
2894.8014;0
2989.9013;0
3100.339;0
3198.1432;0
3293.2981;0
3403.8842;0
3498.7575;0
3593.6563;0
3688.593;0
3799.1659;0
3894.1411;0
3990.0067;0
4100.6161;0
4195.4381;0
4297.4738;0
4392.401;0
4503.0099;0
4597.9138;0
4692.857;0
4803.4034;0
4898.4118;0
4993.2139;0
5103.7298;0
5198.9051;0
5293.7885;0
5388.668;0
5501.5638;0
5596.6843;0
5691.6168;0
5802.0452;0
5896.987;0
5988.7162;0
