1;0;1570363885383853000
1;0;1570363885383920000
1;0;1570363885383942000
1;0;1570363885383967000
1;0;1570363885384003000
1;0;1570363885384034000
1;217;1570363885596194000
1;217;1570363885596222000
1;217;1570363885596253000
1;217;1570363885596298000
1;217;1570363885596364000
1;217;1570363885596409000
1;217;1570363885596475000
1;217;1570363885596518000
1;1329;1570363885732218000
1;1329;1570363885732239000
1;1329;1570363885732283000
1;1329;1570363885732296000
1;1329;1570363885732307000
1;1329;1570363885732321000
1;1329;1570363885732334000
1;1329;1570363885732349000
1;1329;1570363885732364000
1;1329;1570363885732377000
1;1329;1570363885732392000
1;0;1570363923254380000
1;0;1570363923254589000
1;0;1570363923254621000
1;0;1570363923254638000
1;0;1570363923254670000
1;0;1570363923254686000
1;217;1570363923295679000
1;217;1570363923295702000
1;217;1570363923295716000
1;217;1570363923295743000
1;217;1570363923295839000
1;217;1570363923295878000
1;217;1570363923295909000
1;217;1570363923295929000
1;1328;1570363923377302000
1;1328;1570363923377333000
1;1328;1570363923377391000
1;1328;1570363923377500000
1;1328;1570363923377550000
1;1328;1570363923377600000
1;1328;1570363923377621000
1;1328;1570363923377634000
1;1328;1570363923377647000
1;1328;1570363923377666000
1;1328;1570363923377681000
1;0;1570434551904911000
1;0;1570434551905209000
1;0;1570434551905235000
1;0;1570434551905254000
1;0;1570434551905286000
1;0;1570434551905304000
1;217;1570434551942426000
1;217;1570434551942449000
1;217;1570434551942467000
1;217;1570434551942534000
1;217;1570434551942597000
1;217;1570434551942664000
1;217;1570434551942793000
1;217;1570434551942818000
1;1327;1570434551945189000
1;1327;1570434551945211000
1;1327;1570434551945236000
1;1327;1570434551945274000
1;1327;1570434551945308000
1;1327;1570434551945327000
1;1327;1570434551945346000
1;1327;1570434551945362000
1;1327;1570434551945377000
1;1327;1570434551945392000
1;1327;1570434551945406000
1;0;1570434679126947000
1;0;1570434679127174000
1;0;1570434679127259000
1;0;1570434679127387000
1;0;1570434679127427000
1;0;1570434679127444000
1;217;1570434679188455000
1;217;1570434679188480000
1;217;1570434679188494000
1;217;1570434679188517000
1;217;1570434679188536000
1;217;1570434679188555000
1;217;1570434679188584000
1;217;1570434679188609000
1;1326;1570434679294147000
1;1326;1570434679294178000
1;1326;1570434679294205000
1;1326;1570434679294223000
1;1326;1570434679294290000
1;1326;1570434679294310000
1;1326;1570434679294374000
1;1326;1570434679294393000
1;1326;1570434679294406000
1;1326;1570434679294419000
1;1326;1570434679294435000
1;0;1570556805425662000
1;0;1570556805425885000
1;0;1570556805425954000
1;0;1570556805425993000
1;0;1570556805426045000
1;0;1570556805426064000
1;217;1570556805465647000
1;217;1570556805465672000
1;217;1570556805465703000
1;217;1570556805465718000
1;217;1570556805465732000
1;217;1570556805465747000
1;217;1570556805465759000
1;217;1570556805465781000
1;1326;1570556805477344000
1;1326;1570556805477372000
1;1326;1570556805480072000
1;1326;1570556805480182000
1;1326;1570556805480310000
1;1326;1570556805480335000
1;1326;1570556805480349000
1;1326;1570556805480361000
1;1326;1570556805480372000
1;1326;1570556805480384000
1;1326;1570556805480395000
