1;0;1570363885383250000
1;217;1570363885595493000
1;1329;1570363885731338000
1;0;1570363923253223000
1;217;1570363923295110000
1;1328;1570363923376370000
1;0;1570434551904180000
1;217;1570434551941619000
1;1327;1570434551944725000
1;0;1570434679125935000
1;217;1570434679187771000
1;1326;1570434679293295000
1;0;1570556805423258000
1;217;1570556805464886000
1;1326;1570556805475861000
1;0;1570558308131110000
1;217;1570558308160678000
1;1326;1570558308284562000
1;0;1570558350136683000
1;217;1570558350211881000
1;1328;1570558350215012000
1;0;1570558511907158000
1;217;1570558511991627000
1;1327;1570558511995450000
