0.136;5.901769766606823e+06;2458
0.079;151804.83950617284;37
999.475;662.8382240993313;2467
995.816;0;0
1999.424;1296.0658158422107;2467
1998.647;0;37
3000.354;834.424246208603;2458
2999.493;0;0
3999.797;768.4279258053618;2468
3997.59;0;74
4999.609;988.9859177628607;2458
4996.191;0;37
5999.528;1036.8840443121856;2458
6000.123;0;74
6999.811;1334.0225263408133;2458
6998.955;0;74
7999.601;2630.9523972318407;2458
7996.068;0;0
9000.007;2648.524683459816;2458
8996.467;0;0
0.074;2.3567005148514852e+07;2467
0.076;158045.0160771704;0
1001.752;2146.7977195492035;1238
999.702;0;0
2000.407;2249.4254112770327;2458
1995.961;0;37
3003.626;1913.8393623066374;2458
2997.1;0;37
4000.107;2186.895780218768;2458
3999.156;0;0
5001.112;2263.325070967487;2468
4994.887;0;0
6000.576;2113.13291989553;2458
5994.806;0;0
7002.888;2078.394727034907;2458
6995.229;0;0
8001.122;2231.1399010997693;2468
7999.634;0;0
9001.134;1881.577490894274;2468
8997.453;0;0
0.179;92984.22919508867;1072
1003.994;16.576756597813954;1105
1999.392;8.358466085378266;1141
3002.362;0;1141
4004.052;8.30596340851715;1177
5004.14;0;1177
6000.102;0;1177
7000.573;0;1177
8002.623;8.302980511627046;1213
8999.048;0;1213
0.093;1.281194307368421e+07;3687
0.077;155934.06984126984;0
1001.413;2166.739755405889;3687
998.531;0;37
1999.601;2346.652161215953;3687
1996.401;0;37
3000.941;2377.614368248792;3697
2996.533;0;0
3999.97;1662.4141164406944;1229
3997.3;0;74
5000.515;1784.627517427027;3697
4996.252;0;0
6000.752;739.0248063752465;3687
5996.279;0;0
6999.713;1585.6475869458109;3687
6996.444;0;0
8003.555;1740.5128781339856;3687
7999.816;0;0
8999.805;1821.2291647317174;3697
8996.581;0;0
10000.394;1842.1152387802886;3697
9998.075;0;0
11000.907;1688.733369740431;3697
11000.12;0;0
12000.538;1459.7388489110238;3687
12000.181;0;0
13002.698;2251.137191925255;3687
12996.697;0;0
14000.395;1395.2131458997246;3697
13996.69;0;0
15002.772;1618.5527759212964;3697
14997.726;0;0
16000.506;2107.175097474306;3697
15999.779;0;0
17000.23;1469.2056815492754;3697
16999.817;0;37
18000.201;1401.6403792882704;2458
17996.848;0;37
19000.171;1468.844108355793;3697
18996.915;0;0
20000.617;2514.0786080037055;3697
19996.738;0;0
21000.736;2351.720388713549;3687
20997.935;0;0
22000.456;2227.8238559479423;3697
22001.79;0;0
23000.087;1728.6381105525281;3687
22999.002;0;0
24000.423;1545.0805722783136;3687
23999.335;0;37
25000.352;1968.1398263402014;3697
25000.494;0;0
26000.39;1449.5447927276207;3687
25997.391;0;0
27000.691;978.9053246422646;3697
26997.762;0;0
28000.828;1123.0461843482863;3697
27998.959;0;0
29000.29;1959.4543548335091;3687
28997.888;0;0
0.114;5.896976993576017e+06;3696
0.141;84924.67820069204;0
1001.936;651.6127475744267;3696
999.979;0;0
1999.803;1058.2573228099097;3696
2000.141;0;0
2999.85;615.2591597268878;3696
3002.113;0;37
4004.25;2265.2326445428234;3697
3999.214;0;74
4999.596;1649.2758166240978;3687
4999.45;0;0
6000.16;1880.5394418675014;3687
5998.937;0;37
7003.631;1760.2896975294254;3687
7001.671;0;0
7999.674;1185.4910250326486;3697
8003.418;0;37
8999.906;1190.123970270567;3687
9001.977;0;0
10000.284;2024.8342606763215;3697
10000.473;0;81
11000.888;2427.334473107423;3687
10998.931;0;0
12000.202;2017.383996345149;3687
12000.241;0;37
13002.318;1829.7279097846647;3697
13000.433;0;0
13999.951;1443.416485064135;3697
14003.011;0;0
15002.516;1962.9655875251583;3697
15001.651;0;37
15999.969;1453.3013769444053;3697
16000.069;0;0
16999.986;2303.960625672901;3697
17000.156;0;0
18000.078;2735.748198957274;2458
18000.961;0;0
19000.42;2667.888124176307;2468
18999.387;0;81
20001.04;2149.0673264137963;1229
20000.118;0;37
21000.155;1498.9265646476679;3687
21003.698;0;0
22000.866;1448.5701571538984;3697
21999.584;0;74
23002.144;3029.727777120794;3687
23000.519;0;37
24001.702;1863.2233482080705;3697
24001.907;0;0
25000.479;2489.4449509776364;3697
25002.379;0;0
26000.708;1957.951621430444;3687
26000.939;0;0
27001.664;2004.4836040543269;3687
26999.699;0;0
28002.612;2368.954813821471;3697
28000.594;0;0
29000.626;2164.2974196567548;3687
29000.782;0;0
0.093;2.0724473298429318e+07;17264
0.079;151501.43209876542;100
999.647;1616.4650160117806;21386
999.495;0;137
1999.988;2296.5607247723374;41409
1999.732;0;81
2999.41;2904.591216797211;30725
2999.396;0;37
4003.39;2686.90551255586;52915
4001.034;0;144
4999.38;1991.473829504299;56128
5000.877;0;144
5999.468;1568.3745374856062;57831
6000.553;0;137
6999.419;2204.395636505689;47564
7000.28;0;191
8000.83;2927.580794679383;60289
8001.631;0;137
8999.722;2162.395740202402;51686
8999.366;0;181
