1;0;1563794407192668800
1;217;1563794407239640400
1;1405;1563794407255630000
3;0;1563794407625328000
5;0;1563794407626327600
5;140;1563794407626327600
5;140;1563794408038706800
5;140;1563794408450727800
5;140;1563794409251169700
5;140;1563794410864139600
5;140;1563794414065802500
5;140;1563794420485142600
5;140;1563794433300290200
1;0;1563794577466617100
1;217;1563794577471076700
1;1405;1563794577473075400
3;0;1563794577568016900
5;0;1563794577569016000
5;140;1563794577569016000
5;140;1563794577580010200
5;140;1563794577593001800
5;140;1563794577793962600
5;140;1563794578205465000
5;140;1563794579005989900
5;140;1563794580618902300
5;140;1563794583819060000
5;140;1563794590230902300
5;140;1563794603031376800
1;0;1563794975730203800
1;217;1563794975735199200
1;1405;1563794975737198900
3;0;1563794975833139300
5;0;1563794975833139300
5;140;1563794975833139300
5;140;1563794976339077200
5;140;1563794976460592300
5;0;1563794976661143800
5;140;1563794976661143800
5;0;1563794977072355500
5;140;1563794977072355500
5;0;1563794977872471000
5;140;1563794977872471000
5;0;1563794979485217100
5;140;1563794979485217100
5;0;1563794982686804000
5;140;1563794982686804000
5;0;1563794989098633200
5;140;1563794989098633200
5;0;1563795001898676200
5;140;1563795001898676200
