0.995;0
102.4806;0
214.1424;0
310.3589;0
406.6637;0
502.6689;0
614.7003;0
711.2119;0
818.7014;0
904.1926;0
1004.3902;0
1103.0268;0
1201.2548;0
1313.1575;0
1415.1666;0
1512.6302;0
1608.9551;0
1708.4567;0
1807.6734;0
1903.6977;0
2004.3265;0
2111.6718;0
2207.9905;0
2304.7031;0
2408.8298;0
2505.2128;0
2601.4494;0
2713.2805;0
2803.5853;0
2902.104;0
3004.4157;0
3102.0767;0
3214.0345;0
3310.4583;0
3406.5761;0
3502.9747;0
3614.9892;0
3711.2957;0
3807.5143;0
3904.1141;0
4004.4723;0
4106.8024;0
4205.1552;0
4302.0392;0
4413.8039;0
4510.114;0
4606.3231;0
4702.7876;0
4814.6032;0
4911.1839;0
5004.574;0
5100.9287;0
5212.8311;0
5309.2478;0
5405.4946;0
5501.8627;0
5613.5871;0
5709.7348;0
5806.8026;0
5902.888;0
6004.3288;0
6099.5887;0
6211.2873;0
6307.6188;0
6403.8755;0
6500.092;0
6611.8881;0
6708.3117;0
6804.6198;0
6900.7204;0
7004.8682;0
7101.275;0
7213.0714;0
7309.3995;0
7405.8479;0
7502.2033;0
7614.0596;0
7710.3222;0
7806.8182;0
7903.4047;0
8004.8292;0
8101.4023;0
8213.1629;0
8309.6907;0
8405.8898;0
8504.478;0
8601.9586;0
8713.6539;0
8811.0576;0
8907.4043;0
9004.7256;0
9101.0621;0
9212.8486;0
9308.9784;0
9405.3246;0
9501.4502;0
9613.3202;0
9708.3052;0
9803.8123;0
0;NaN
104.857;0
199.7115;0
310.5152;0
405.7726;0
500.9265;0
611.4584;0
706.637;0
801.6497;0
908.7054;0
1003.5664;0
1100.0856;0
1210.7321;0
1305.77;0
1400.7353;0
1511.2561;0
1606.4516;0
1704.9997;0
1800.2317;0
1910.9054;0
2005.9677;0
2101.0364;0
2211.7081;0
2307.1053;0
2402.075;0
2512.7542;0
2607.7677;0
2702.8302;0
2813.5007;0
2905.6829;0
3006.8322;0
3101.8825;0
3212.4849;0
3307.6211;0
3402.6546;0
3513.3102;0
3608.1766;0
3703.505;0
3799.7245;0
3910.2023;0
4007.3493;0
4102.2328;0
4213.1332;0
4308.2137;0
4403.2099;0
4513.8983;0
4608.9538;0
4703.8319;0
4800.1269;0
4902.0764;0
5009.2306;0
5105.7171;0
5200.7145;0
5311.3518;0
5406.4126;0
5501.4857;0
5612.1245;0
5707.1215;0
5802.1265;0
5912.7485;0
6009.7886;0
6104.8133;0
6199.8931;0
6310.6273;0
6405.6606;0
6500.7357;0
6611.2043;0
6706.387;0
6801.3979;0
6899.5797;0
7010.5976;0
7105.5986;0
7200.5496;0
7311.2767;0
7406.3459;0
7501.6559;0
7612.2026;0
7707.4261;0
7802.4783;0
7913.2108;0
8011.2799;0
8106.314;0
8201.1669;0
8311.9413;0
8407.0033;0
8502.0299;0
8612.6838;0
8707.5502;0
8802.7551;0
8899.835;0
9011.8124;0
9106.9653;0
9202.0336;0
9312.6991;0
9407.5926;0
9502.7023;0
9613.6299;0
9708.4985;0
9803.7292;0
1.9985;6311.852449004519
90.9443;0
190.8073;0
292.745;0
391.6837;16.495058642378957
490.6239;0
